ProductID,Name,Platform,PlatformID,Year,Genre,GenreID,Publisher,PublisherID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5255,Monopoly,PS3,5254,2008,Misc,5254,Electronic Arts,5254,0.25,0.06,0,0.04,0.36
5256,Mega Man Zero Collection,DS,5255,2010,Platform,5255,Capcom,5255,0.21,0.02,0.11,0.02,0.36
5257,Arctic Thunder,PS2,5256,2001,Racing,5256,Midway Games,5256,0.17,0.14,0,0.05,0.36
5258,G-Force,PSP,5257,2009,Action,5257,Electronic Arts,5257,0.24,0.07,0,0.05,0.36
5259,NHL 2K10,PS2,5258,2009,Sports,5258,Take-Two Interactive,5258,0.17,0.14,0,0.05,0.36
5260,Football Manager Handheld 2010,PSP,5259,2009,Sports,5259,Sega,5259,0,0.26,0,0.09,0.36
5261,J-League Pro Soccer Club o Tsukurou!,DC,5260,1999,Sports,5260,Sega,5260,0,0,0.36,0,0.36
5262,Wonder Pets! Save the Animals!,DS,5261,2008,Adventure,5261,Take-Two Interactive,5261,0.33,0,0,0.02,0.36
5263,Formula 1 Championship Edition,PS,5262,1997,Racing,5262,Psygnosis,5262,0.06,0.04,0.23,0.02,0.36
5264,Shrek,XB,5263,2001,Platform,5263,TDK Mediactive,5263,0.25,0.1,0,0.01,0.36
5265,CSI: Deadly Intent - The Hidden Cases,DS,5264,2009,Adventure,5264,Ubisoft,5264,0.16,0.16,0,0.04,0.35
5266,SOCOM: Tactical Strike,PSP,5265,2007,Shooter,5265,Sony Computer Entertainment,5265,0.32,0.01,0,0.03,0.35
5267,Blasto,PS,5266,1998,Action,5266,Sony Computer Entertainment,5266,0.2,0.13,0,0.02,0.35
5268,Trauma Center: Second Opinion,Wii,5267,2006,Simulation,5267,Nintendo,5267,0.28,0.02,0.03,0.03,0.35
5269,Backyard Baseball 2006,GBA,5268,2005,Sports,5268,Atari,5268,0.25,0.09,0,0.01,0.35
5270,Dark Souls III,XOne,5269,2016,Role-Playing,5269,Namco Bandai Games,5269,0.23,0.09,0,0.03,0.35
5271,Cabela's Outdoor Adventures (2006),PS2,5270,2005,Sports,5270,Zoo Digital Publishing,5270,0.17,0.14,0,0.05,0.35
5272,Nicktoons: Unite!,GC,5271,2005,Adventure,5271,THQ,5271,0.27,0.07,0,0.01,0.35
5273,Suikoden V,PS2,5272,2006,Role-Playing,5272,Konami Digital Entertainment,5272,0.08,0.06,0.19,0.02,0.35
5274,Picross 2,GB,5273,1996,Puzzle,5273,Nintendo,5273,0,0,0.35,0,0.35
5275,Remember Me,PS3,5274,2013,Action,5274,Capcom,5274,0.1,0.18,0,0.07,0.35
5276,Battalion Wars 2,Wii,5275,2007,Strategy,5275,Nintendo,5275,0.22,0.03,0.08,0.02,0.35
5277,Outlaw Golf 2,PS2,5276,2004,Sports,5276,Global Star,5276,0.17,0.14,0,0.05,0.35
5278,SpongeBob's Boating Bash,Wii,5277,2010,Misc,5277,THQ,5277,0.25,0.07,0,0.03,0.35
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,5278,2013,Action,5278,Namco Bandai Games,5278,0,0,0.35,0,0.35
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,5279,2010,Sports,5279,Sega,5279,0.09,0.2,0,0.07,0.35
5281,Momotarou Dentetsu 12,PS2,5280,2003,Misc,5280,Hudson Soft,5280,0,0,0.35,0,0.35
5282,Mini Ninjas,PS3,5281,2009,Action,5281,Eidos Interactive,5281,0.14,0.16,0,0.06,0.35
5283,Tekken Tag Tournament 2,X360,5282,2012,Fighting,5282,Namco Bandai Games,5282,0.19,0.12,0.01,0.03,0.35
5284,Batman: Rise of Sin Tzu,PS2,5283,2003,Action,5283,Ubisoft,5283,0.17,0.13,0,0.05,0.35
5285,Disney's Tarzan: Return to the Jungle,GBA,5284,2002,Action,5284,Activision,5284,0.25,0.09,0,0.01,0.35
5286,Cabela's Dangerous Hunts,XB,5285,2003,Sports,5285,Zoo Digital Publishing,5285,0.26,0.08,0,0.01,0.35
5287,Terminator Salvation,X360,5286,2009,Shooter,5286,Warner Bros. Interactive Entertainment,5286,0.13,0.18,0,0.04,0.35
5288,Jikkyou Powerful Pro Yakyuu 13,PS2,5287,2006,Sports,5287,Konami Digital Entertainment,5287,0,0,0.35,0,0.35
5289,Fossil Fighters: Frontier,3DS,5288,2014,Role-Playing,5288,Nintendo,5288,0.08,0.04,0.23,0.01,0.35
5290,Star Fox: Zero,WiiU,5289,2016,Shooter,5289,Nintendo,5289,0.16,0.1,0.07,0.03,0.35
5291,Mega Man X3,SNES,5290,1995,Action,5290,Laguna,5290,0.04,0.01,0.3,0,0.35
5292,Mini Ninjas,DS,5291,2009,Action,5291,Eidos Interactive,5291,0.17,0.15,0,0.04,0.35
5293,Stunt Race FX,SNES,5292,1993,Racing,5292,Nintendo,5292,0,0,0.35,0,0.35
5294,Bloody Roar 3,PS2,5293,2001,Fighting,5293,Virgin Interactive,5293,0.15,0.11,0.05,0.04,0.35
5295,WWE Crush Hour,PS2,5294,2003,Racing,5294,THQ,5294,0.17,0.13,0,0.04,0.35
5296,Persona 2: Eternal Punishment,PS,5295,2000,Role-Playing,5295,Atlus,5295,0.03,0.02,0.28,0.02,0.35
5297,Star Wars: Flight of the Falcon,GBA,5296,2003,Action,5296,THQ,5296,0.25,0.09,0,0.01,0.35
5298,One Piece: Gigant Battle 2 Shin Sekai,DS,5297,2011,Fighting,5297,Namco Bandai Games,5297,0,0,0.35,0,0.35
5299,Pac-Man All-Stars,PS3,5298,2011,Fighting,5298,Namco Bandai Games,5298,0.2,0.08,0.04,0.04,0.35
5300,Def Jam Rapstar,Wii,5299,2010,Misc,5299,Konami Digital Entertainment,5299,0.31,0.02,0,0.02,0.35
5301,SimCity Creator,DS,5300,2008,Simulation,5300,Electronic Arts,5300,0.3,0.03,0,0.03,0.35
5302,Hannah Montana: The Movie,Wii,5301,2009,Adventure,5301,Disney Interactive Studios,5301,0.13,0.18,0,0.04,0.35
5303,Angry Birds Star Wars,Wii,5302,2013,Strategy,5302,Activision,5302,0.21,0.1,0,0.03,0.35
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,5303,N/A,Action,5303,N/A,5303,0.15,0.05,0.14,0.01,0.35
5305,Mega Man ZX Advent,DS,5304,2007,Platform,5304,Capcom,5304,0.23,0,0.09,0.02,0.35
5306,Jikkyou Powerful Pro Yakyuu 2000,N64,5305,2000,Sports,5305,Konami Digital Entertainment,5305,0,0,0.29,0.06,0.35
5307,Sniper: Ghost Warrior 2,PS3,5306,2013,Shooter,5306,City Interactive,5306,0.05,0.19,0.03,0.07,0.35
5308,Racquet Sports,PS3,5307,2010,Sports,5307,Ubisoft,5307,0.11,0.17,0,0.06,0.35
5309,Harry Potter and the Deathly Hallows - Part 2,Wii,5308,2011,Action,5308,Electronic Arts,5308,0.18,0.14,0,0.03,0.35
5310,Supreme Commander 2,X360,5309,2010,Strategy,5309,Square Enix,5309,0.23,0.1,0,0.03,0.35
5311,Resident Evil: Dead Aim,PS2,5310,2003,Action,5310,Capcom,5310,0.17,0.13,0,0.04,0.35
5312,Need for Speed Carbon,GC,5311,2006,Racing,5311,Electronic Arts,5311,0.27,0.07,0,0.01,0.35
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,5312,2003,Action,5312,THQ,5312,0.25,0.09,0,0.01,0.35
5314,SpongeBob SquarePants: The Yellow Avenger,DS,5313,2005,Action,5313,THQ,5313,0.32,0,0,0.02,0.35
5315,The Fairly Odd Parents: Shadow Showdown,PS2,5314,2004,Platform,5314,THQ,5314,0.17,0.13,0,0.04,0.35
5316,Saban's Power Rangers: Lightspeed Rescue,PS,5315,2000,Action,5315,THQ,5315,0.19,0.13,0,0.02,0.35
5317,Xbox Music Mixer,XB,5316,2003,Misc,5316,Microsoft Game Studios,5316,0.26,0.08,0,0.01,0.35
5318,WWE All Stars,X360,5317,2011,Fighting,5317,THQ,5317,0.18,0.14,0,0.03,0.35
5319,The Shoot,PS3,5318,2010,Shooter,5318,Sony Computer Entertainment,5318,0.13,0.16,0.01,0.06,0.35
5320,College Hoops 2K8,PS2,5319,2007,Sports,5319,Take-Two Interactive,5319,0.17,0.13,0,0.04,0.35
5321,Guitar Hero: Metallica,PS2,5320,2009,Misc,5320,Activision,5320,0.17,0.13,0,0.04,0.35
5322,Guilty Gear X2,PS2,5321,2002,Fighting,5321,Sammy Corporation,5321,0.09,0.07,0.16,0.02,0.35
5323,MotoGP 08,X360,5322,2008,Racing,5322,Capcom,5322,0.11,0.2,0,0.04,0.35
5324,Yu-Gi-Oh! 5D's Tag Force 5,PSP,5323,2010,Strategy,5323,Konami Digital Entertainment,5323,0.13,0.05,0.14,0.03,0.35
5325,Enemy Territory: Quake Wars,PS3,5324,2008,Shooter,5324,Activision,5324,0.23,0.07,0,0.04,0.35
5326,Tom Clancy's Rainbow Six: Lockdown,PS2,5325,2005,Shooter,5325,Ubisoft,5325,0.17,0.13,0,0.04,0.35
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PS,5326,2001,Role-Playing,5326,Namco Bandai Games,5326,0,0,0.32,0.02,0.35
5328,The Tale of Despereaux,PS2,5327,2008,Platform,5327,Brash Entertainment,5327,0.17,0.13,0,0.04,0.35
5329,Aggressive Inline,PS2,5328,2002,Sports,5328,Acclaim Entertainment,5328,0.17,0.13,0,0.04,0.35
5330,Karaoke Revolution,PS2,5329,2003,Misc,5329,Konami Digital Entertainment,5329,0.17,0.13,0,0.04,0.35
5331,NFL Street,GC,5330,2004,Sports,5330,Electronic Arts,5330,0.27,0.07,0,0.01,0.35
5332,Hello Kitty Daily,DS,5331,2008,Misc,5331,Nobilis,5331,0.32,0,0,0.03,0.35
5333,Metal Arms: Glitch in the System,PS2,5332,2003,Shooter,5332,Vivendi Games,5332,0.17,0.13,0,0.04,0.35
5334,Farming Simulator 2015,PS4,5333,2015,Simulation,5333,Koch Media,5333,0.1,0.2,0,0.05,0.35
5335,Jikkyou Powerful Pro Yakyuu 7,PS2,5334,2000,Sports,5334,Konami Digital Entertainment,5334,0,0,0.35,0,0.35
5336,Rally Cross 2,PS,5335,1998,Racing,5335,989 Studios,5335,0.19,0.13,0,0.02,0.35
5337,EverGrace,PS2,5336,2000,Role-Playing,5336,Ubisoft,5336,0.1,0.08,0.15,0.03,0.35
5338,Def Jam Icon,X360,5337,2007,Action,5337,Electronic Arts,5337,0.3,0.01,0,0.03,0.35
5339,Lunar 2: Eternal Blue Complete,PS,5338,1999,Role-Playing,5338,Kadokawa Shoten,5338,0.19,0.13,0,0.02,0.35
5340,Street Fighter Alpha: Warriors' Dreams,SAT,5339,1996,Fighting,5339,Capcom,5339,0,0,0.35,0,0.35
5341,Rugrats: Royal Ransom,PS2,5340,2002,Platform,5340,THQ,5340,0.17,0.13,0,0.04,0.35
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,5341,2010,Adventure,5341,Disney Interactive Studios,5341,0.18,0.14,0,0.03,0.35
5343,MLB 06: The Show,PSP,5342,2006,Sports,5342,Sony Computer Entertainment,5342,0.32,0,0,0.03,0.35
5344,F1 Race Stars,PS3,5343,2012,Racing,5343,Codemasters,5343,0.06,0.21,0,0.08,0.35
5345,Over the Hedge,GC,5344,2006,Platform,5344,Activision,5344,0.27,0.07,0,0.01,0.35
5346,Naruto Shippuden: Ultimate Ninja Impact,PSP,5345,2011,Fighting,5345,Namco Bandai Games,5345,0.09,0.07,0.15,0.04,0.35
5347,Just Dance 2016,PS4,5346,2015,Misc,5346,Ubisoft,5346,0.16,0.13,0,0.06,0.35
5348,Charlie and the Chocolate Factory,PS2,5347,2005,Adventure,5347,Global Star,5347,0.17,0.13,0,0.04,0.35
5349,Pirates of the Caribbean: At World's End,DS,5348,2007,Action,5348,Disney Interactive Studios,5348,0.3,0.01,0.01,0.03,0.35
5350,UEFA Euro 2008 Austria-Switzerland,X360,5349,2008,Sports,5349,Electronic Arts,5349,0.08,0.23,0,0.03,0.35
5351,Kurushi Final: Mental Blocks,PS,5350,1998,Puzzle,5350,Sony Computer Entertainment,5350,0,0,0.32,0.02,0.34
5352,Style Lab: Jewelry Design,DS,5351,2009,Simulation,5351,Ubisoft,5351,0.32,0,0,0.02,0.34
5353,Risk / Battleship / Clue,GBA,5352,2005,Misc,5352,Zoo Digital Publishing,5352,0.25,0.09,0,0.01,0.34
5354,SD Gundam G Generation World,PSP,5353,2011,Strategy,5353,Namco Bandai Games,5353,0,0,0.34,0,0.34
5355,LEGO Pirates of the Caribbean: The Video Game,PSP,5354,2011,Action,5354,Disney Interactive Studios,5354,0.11,0.15,0,0.08,0.34
5356,The Wild Thornberrys Movie,GBA,5355,2002,Platform,5355,THQ,5355,0.25,0.09,0,0.01,0.34
5357,High School Musical 3: Senior Year DANCE!,PS2,5356,2008,Misc,5356,Disney Interactive Studios,5356,0.17,0.13,0,0.04,0.34
5358,Dynasty Warriors 5 Empires,PS2,5357,2006,Action,5357,Tecmo Koei,5357,0.11,0.09,0.12,0.03,0.34
5359,SoulCalibur,DC,5358,1999,Fighting,5358,Namco Bandai Games,5358,0,0,0.34,0,0.34
5360,WipEout 3,PS,5359,1999,Racing,5359,Psygnosis,5359,0.19,0.13,0,0.02,0.34
5361,Etrian Odyssey,DS,5360,2007,Role-Playing,5360,Nintendo,5360,0.2,0.03,0.09,0.02,0.34
5362,Conan,PS3,5361,2007,Action,5361,THQ,5361,0.13,0.15,0,0.06,0.34
5363,Classic NES Series: Ice Climber,GBA,5362,2004,Platform,5362,Nintendo,5362,0.1,0.04,0.2,0.01,0.34
5364,Skylanders: Trap Team,XOne,5363,2014,Action,5363,Activision,5363,0.25,0.07,0,0.03,0.34
5365,Avatar: The Last Airbender - The Burning Earth,DS,5364,2007,Action,5364,THQ,5364,0.31,0,0,0.03,0.34
5366,F.E.A.R.,X360,5365,2006,Shooter,5365,Vivendi Games,5365,0.28,0.03,0,0.03,0.34
5367,Tenchu Z,X360,5366,2006,Action,5366,Microsoft Game Studios,5366,0.27,0.02,0.02,0.03,0.34
5368,Freeway,2600,5367,1980,Action,5367,Activision,5367,0.32,0.02,0,0,0.34
5369,Driver 2 Advance,GBA,5368,2002,Action,5368,Atari,5368,0.25,0.09,0,0.01,0.34
5370,Monster Rancher 4,PS2,5369,2003,Simulation,5369,Tecmo Koei,5369,0.08,0.06,0.19,0.02,0.34
5371,Iron Man 2,DS,5370,2010,Action,5370,Sega,5370,0.15,0.16,0,0.03,0.34
5372,Chicken Riot,Wii,5371,2010,Action,5371,City Interactive,5371,0.15,0.16,0,0.03,0.34
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,5372,2004,Adventure,5372,Disney Interactive Studios,5372,0.17,0.13,0,0.04,0.34
5374,Iron Storm,SAT,5373,1995,Shooter,5373,Sega,5373,0,0,0.34,0,0.34
5375,Harry Potter and the Deathly Hallows - Part 2,X360,5374,2011,Action,5374,Electronic Arts,5374,0.19,0.12,0,0.03,0.34
5376,MotorStorm: Arctic Edge,PS2,5375,2009,Racing,5375,Sony Computer Entertainment,5375,0.07,0.03,0,0.25,0.34
5377,The Fairly Odd Parents: Shadow Showdown,GBA,5376,2004,Platform,5376,THQ,5376,0.25,0.09,0,0.01,0.34
5378,Radiant Historia,DS,5377,2010,Role-Playing,5377,Atlus,5377,0.24,0,0.09,0.02,0.34
5379,Marvel Super Heroes,PS,5378,1997,Fighting,5378,Virgin Interactive,5378,0.19,0.13,0,0.02,0.34
5380,Super Bust-A-Move,PS2,5379,2000,Puzzle,5379,Acclaim Entertainment,5379,0.17,0.13,0,0.04,0.34
5381,Hitman: Contracts,XB,5380,2004,Shooter,5380,Eidos Interactive,5380,0.26,0.07,0,0.01,0.34
5382,Thunderstrike: Operation Phoenix,PS2,5381,2001,Simulation,5381,Eidos Interactive,5381,0.17,0.13,0,0.04,0.34
5383,Alien's Return,2600,5382,1982,Action,5382,ITT Family Games,5382,0.32,0.02,0,0,0.34
5384,Frostbite,2600,5383,1983,Action,5383,Activision,5383,0.32,0.02,0,0,0.34
5385,LEGO Marvel's Avengers,X360,5384,2016,Action,5384,Warner Bros. Interactive Entertainment,5384,0.17,0.15,0,0.03,0.34
5386,Kameo: Elements of Power,X360,5385,2005,Action,5385,Microsoft Game Studios,5385,0.28,0.03,0,0.03,0.34
5387,Power Rangers Samurai,Wii,5386,2011,Action,5386,Namco Bandai Games,5386,0.29,0.03,0,0.02,0.34
5388,WWE Day of Reckoning 2,GC,5387,2005,Fighting,5387,THQ,5387,0.26,0.07,0,0.01,0.34
5389,Dynasty Warriors 6 Empires,PS3,5388,2009,Action,5388,Tecmo Koei,5388,0.14,0.03,0.15,0.02,0.34
5390,The Urbz: Sims in the City,XB,5389,2004,Simulation,5389,Electronic Arts,5389,0.22,0.11,0,0.01,0.34
5391,Fantastic Voyage,2600,5390,1981,Action,5390,20th Century Fox Video Games,5390,0.32,0.02,0,0,0.34
5392,The Adventures of Tintin: The Game,Wii,5391,2011,Action,5391,Ubisoft,5391,0.13,0.17,0,0.04,0.34
5393,Bee Movie Game,Wii,5392,2007,Action,5392,Activision,5392,0.31,0.01,0,0.03,0.34
5394,Silent Hill HD Collection,PS3,5393,2012,Action,5393,Konami Digital Entertainment,5393,0.15,0.11,0.03,0.05,0.34
5395,Night Warriors: Darkstalkers' Revenge,SAT,5394,1995,Fighting,5394,Virgin Interactive,5394,0,0,0.34,0,0.34
5396,Off Road Challenge,N64,5395,1998,Racing,5395,GT Interactive,5395,0.27,0.06,0,0,0.34
5397,Bank Heist,2600,5396,1982,Action,5396,20th Century Fox Video Games,5396,0.32,0.02,0,0,0.34
5398,Harry Potter and the Half-Blood Prince,PS3,5397,2009,Action,5397,Electronic Arts,5397,0.15,0.13,0,0.06,0.34
5399,Tom Clancy's Ghost Recon: Shadow Wars,3DS,5398,2011,Strategy,5398,Ubisoft,5398,0.22,0.09,0,0.03,0.34
5400,Backstreet Billiards,PS,5399,1998,Misc,5399,ASCII Entertainment,5399,0.19,0.13,0,0.02,0.34
5401,MX vs. ATV Untamed,Wii,5400,2008,Racing,5400,THQ,5400,0.29,0.03,0,0.03,0.34
5402,Carnival,2600,5401,1981,Shooter,5401,Coleco,5401,0.32,0.02,0,0,0.34
5403,Football Manager Handheld 2008,PSP,5402,2007,Sports,5402,Sega,5402,0,0.34,0,0,0.34
5404,Leisure Suit Larry: Magna Cum Laude,PS2,5403,2004,Adventure,5403,Vivendi Games,5403,0.17,0.13,0,0.04,0.34
5405,Harry Potter and the Deathly Hallows - Part 2,PS3,5404,2011,Action,5404,Electronic Arts,5404,0.14,0.15,0,0.05,0.34
5406,MVP 06 NCAA Baseball,XB,5405,2006,Sports,5405,Electronic Arts,5405,0.25,0.07,0,0.01,0.34
5407,Momotarou Dentetsu DS: Tokyo & Japan,DS,5406,2007,Misc,5406,Hudson Soft,5406,0,0,0.34,0,0.34
5408,Point Blank,PS,5407,1997,Shooter,5407,Sony Computer Entertainment,5407,0.05,0.03,0.23,0.02,0.34
5409,Bookworm,DS,5408,2009,Puzzle,5408,PopCap Games,5408,0.31,0.01,0,0.02,0.34
5410,Smart Girl's Party Game,DS,5409,2008,Misc,5409,505 Games,5409,0.31,0,0,0.02,0.34
5411,Rayman Legends,XOne,5410,2014,Platform,5410,Ubisoft,5410,0.13,0.18,0,0.03,0.34
5412,Puzzle Quest: Challenge of the Warlords,DS,5411,2007,Puzzle,5411,D3Publisher,5411,0.28,0.01,0.03,0.02,0.34
5413,Star Ocean: Second Evolution,PSP,5412,2008,Role-Playing,5412,Square Enix,5412,0.14,0.02,0.16,0.02,0.34
5414,My Baby Boy,DS,5413,2008,Simulation,5413,Nobilis,5413,0.3,0.02,0,0.03,0.34
5415,Tiny Tank,PS,5414,1998,Action,5414,Sony Computer Entertainment,5414,0.19,0.13,0,0.02,0.34
5416,Jonah Lomu Rugby Challenge,X360,5415,2011,Sports,5415,Home Entertainment Suppliers,5415,0.09,0.21,0,0.04,0.34
5417,Spy Hunter,XB,5416,2002,Racing,5416,Midway Games,5416,0.25,0.07,0,0.01,0.34
5418,Angry Birds Star Wars,3DS,5417,2013,Strategy,5417,Activision,5417,0.15,0.15,0,0.03,0.34
5419,Imagine: Movie Star,DS,5418,2008,Simulation,5418,Ubisoft,5418,0.31,0,0,0.02,0.34
5420,NHL 09,PS3,5419,2008,Sports,5419,Electronic Arts,5419,0.29,0.02,0,0.03,0.34
5421,Zoo Tycoon (2013),XOne,5420,2013,Simulation,5420,Microsoft Game Studios,5420,0.18,0.13,0,0.03,0.34
5422,Herbie: Fully Loaded,GBA,5421,2005,Racing,5421,Disney Interactive Studios,5421,0.24,0.09,0,0.01,0.34
5423,The Sims 3: Town Life Stuff,PC,5422,2011,Simulation,5422,Electronic Arts,5422,0.11,0.17,0,0.05,0.34
5424,Teenage Mutant Ninja Turtles,GC,5423,2003,Action,5423,Konami Digital Entertainment,5423,0.26,0.07,0,0.01,0.34
5425,Pony Friends 2,DS,5424,2009,Simulation,5424,Eidos Interactive,5424,0.21,0.1,0,0.03,0.34
5426,Disney Sing It: Pop Hits,PS2,5425,2009,Misc,5425,Disney Interactive Studios,5425,0.1,0.02,0,0.22,0.34
5427,Buzz! The Ultimate Music Quiz,PS3,5426,2010,Misc,5426,Sony Computer Entertainment,5426,0,0.25,0,0.08,0.34
5428,Persona 5,PS4,5427,2016,Role-Playing,5427,Atlus,5427,0,0,0.34,0,0.34
5429,The Eye of Judgment,PS3,5428,2007,Misc,5428,Sony Computer Entertainment,5428,0.28,0,0.02,0.03,0.34
5430,Pirates of the Caribbean: At World's End,X360,5429,2007,Action,5429,Disney Interactive Studios,5429,0.29,0.02,0,0.03,0.34
5431,Modnation Racers: Road Trip,PSV,5430,2012,Racing,5430,Sony Computer Entertainment,5430,0.17,0.12,0,0.05,0.34
5432,Dynasty Warriors: Gundam 2,PS2,5431,2008,Action,5431,Namco Bandai Games,5431,0.04,0.03,0.25,0.01,0.34
5433,Power Rangers Samurai,DS,5432,2011,Action,5432,Namco Bandai Games,5432,0.27,0.04,0,0.02,0.34
5434,Fade to Black,PS,5433,1996,Action,5433,Electronic Arts,5433,0.19,0.13,0,0.02,0.34
5435,MXRider,PS2,5434,2001,Racing,5434,Atari,5434,0.16,0.13,0,0.04,0.34
5436,Avatar: The Last Airbender,DS,5435,2006,Adventure,5435,THQ,5435,0.3,0.01,0,0.03,0.34
5437,Battlefield: Hardline,X360,5436,2015,Shooter,5436,Electronic Arts,5436,0.17,0.14,0,0.03,0.34
5438,Delta Force: Black Hawk Down,XB,5437,2005,Shooter,5437,NovaLogic,5437,0.25,0.07,0,0.01,0.34
5439,Night at the Museum: Battle of the Smithsonian,DS,5438,2009,Action,5438,Majesco Entertainment,5438,0.12,0.18,0,0.04,0.34
5440,World Championship Poker 2: Featuring Howard Lederer,PS2,5439,2005,Misc,5439,Oxygen Interactive,5439,0.16,0.13,0,0.04,0.34
5441,Sengoku Musou 3 Z,PS3,5440,2011,Action,5440,Ackkstudios,5440,0,0,0.33,0,0.33
5442,Operation Flashpoint: Red River,PS3,5441,2011,Shooter,5441,Codemasters,5441,0.06,0.15,0.07,0.05,0.33
5443,Ninja Blade,X360,5442,2009,Action,5442,Microsoft Game Studios,5442,0.14,0.14,0.02,0.03,0.33
5444,Tom Clancy's Ghost Recon Advanced Warfighter,XB,5443,2006,Shooter,5443,Ubisoft,5443,0.21,0.11,0,0.01,0.33
5445,Transformers: Revenge of the Fallen (DS Versions),DS,5444,2009,Action,5444,Activision,5444,0.17,0.13,0,0.03,0.33
5446,Fracture,X360,5445,2008,Shooter,5445,LucasArts,5445,0.15,0.14,0,0.04,0.33
5447,Tokyo Highway Battle,PS,5446,1996,Racing,5446,Jaleco,5446,0.06,0.04,0.21,0.02,0.33
5448,Pandora's Tower,Wii,5447,2011,Role-Playing,5447,Nintendo,5447,0.13,0.1,0.08,0.03,0.33
5449,Binary Domain,PS3,5448,2012,Action,5448,Sega,5448,0.09,0.08,0.14,0.03,0.33
5450,The King of Fighters XIII,X360,5449,2011,Fighting,5449,Rising Star Games,5449,0.23,0.07,0.01,0.03,0.33
5451,Beyond Good & Evil,PS2,5450,2003,Adventure,5450,Ubisoft,5450,0.16,0.13,0,0.04,0.33
5452,Banjo-Kazooie: Grunty's Revenge,GBA,5451,2003,Platform,5451,THQ,5451,0.24,0.09,0,0.01,0.33
5453,Bomberman World,PS,5452,1998,Puzzle,5452,Sony Computer Entertainment,5452,0.06,0.04,0.22,0.02,0.33
5454,The X-Factor,Wii,5453,2010,Misc,5453,Deep Silver,5453,0,0.29,0,0.04,0.33
5455,Digimon World: Dawn / Dusk,DS,5454,2007,Role-Playing,5454,Namco Bandai Games,5454,0.14,0,0.18,0.01,0.33
5456,Street Fighter Alpha 3 MAX,PSP,5455,2006,Fighting,5455,Capcom,5455,0.27,0.01,0.02,0.03,0.33
5457,Untold Legends: The Warriors Code,PSP,5456,2006,Role-Playing,5456,Ubisoft,5456,0.14,0.12,0,0.08,0.33
5458,Virtua Tennis 2009,X360,5457,2009,Sports,5457,Sega,5457,0.12,0.18,0,0.03,0.33
5459,Deathtrap Dungeon,PS,5458,1998,Action,5458,Eidos Interactive,5458,0.19,0.13,0,0.02,0.33
5460,Tales of the World: Radiant Mythology 2,PSP,5459,2009,Role-Playing,5459,Namco Bandai Games,5459,0,0,0.33,0,0.33
5461,Wipeout 2,Wii,5460,2011,Misc,5460,Activision,5460,0.31,0,0,0.02,0.33
5462,Iron Man 2,Wii,5461,2010,Action,5461,Sega,5461,0.15,0.15,0,0.03,0.33
5463,Ape Escape Academy,PSP,5462,2004,Misc,5462,Sony Computer Entertainment,5462,0.13,0.15,0,0.05,0.33
5464,The Darkness II,PS3,5463,2012,Shooter,5463,Take-Two Interactive,5463,0.14,0.14,0,0.05,0.33
5465,SingStar Take That,PS3,5464,2009,Misc,5464,Sony Computer Entertainment,5464,0,0.3,0,0.03,0.33
5466,Marvel: Ultimate Alliance 2,Wii,5465,2009,Role-Playing,5465,Activision,5465,0.26,0.05,0,0.03,0.33
5467,Ultimate Marvel vs. Capcom 3,PSV,5466,2011,Fighting,5466,Capcom,5466,0.2,0.09,0,0.05,0.33
5468,WWE Wrestlemania XIX,GC,5467,2003,Fighting,5467,THQ,5467,0.26,0.07,0,0.01,0.33
5469,Planet Puzzle League,DS,5468,2007,Puzzle,5468,Nintendo,5468,0.14,0.01,0.16,0.01,0.33
5470,The Sims 2,GC,5469,2005,Simulation,5469,Electronic Arts,5469,0.26,0.07,0,0.01,0.33
5471,Hulk,XB,5470,2003,Action,5470,Universal Interactive,5470,0.25,0.07,0,0.01,0.33
5472,Naruto: Rise of a Ninja,X360,5471,2007,Action,5471,Ubisoft,5471,0.29,0.02,0,0.03,0.33
5473,Chicken Blaster,Wii,5472,2009,Shooter,5472,Zushi Games,5472,0.31,0,0,0.02,0.33
5474,Family Party: 90 Great Games Party Pack,Wii,5473,2010,Misc,5473,D3Publisher,5473,0.31,0,0,0.02,0.33
5475,Klonoa 2: Lunatea's Veil,PS2,5474,2001,Platform,5474,Sony Computer Entertainment,5474,0.12,0.1,0.08,0.03,0.33
5476,Deus Ex: Invisible War,XB,5475,2003,Shooter,5475,Eidos Interactive,5475,0.25,0.07,0,0.01,0.33
5477,Resonance of Fate,X360,5476,2010,Role-Playing,5476,Sega,5476,0.12,0.13,0.06,0.03,0.33
5478,Hell's Kitchen: The Game,Wii,5477,2008,Simulation,5477,Ubisoft,5477,0.3,0,0,0.03,0.33
5479,Disney's Treasure Planet,PS2,5478,2002,Action,5478,Sony Computer Entertainment,5478,0.16,0.13,0,0.04,0.33
